,0,1,InspName,InspAddress
13358,El Gallo Bravo Best Mexican Food,3742 W Montrose Ave,EL GALLO BRAVO,3742 W MONTROSE AVE 
13359,Papa Ray's Pizza and Wings,2551 W Fullerton Ave,PAPA RAY'S PIZZA & WINGS,2551 W FULLERTON AVE 
13360,Villa Rosa Pizza Kitchen,5345 W Devon Ave,VILLA ROSA PIZZA KITCHEN,5345 W DEVON AVE 
13361,Baba's Famous Steak & Lemonade,2101 E 71st St,BABA'S FAMOUS STEAK & LEMONAIDE,2101 E 71st ST 
13362,Walmart Neighborhood Market,1424 W 47th St,WALMART NEIGHBORHOOD MARKET #2430,1424 W 47TH ST 
13363,How Do You Roll?,Northwestern Memorial Hospital,Not Found,Not Found
13364,7-Eleven,3600 W Belmont,7-ELEVEN #36718H,3600 W BELMONT AVE 
13365,Orbit Sub,1912 E 71st St,ORBIT SUB,1912 E 71ST ST 
13366,Popeyes,17 S Wabash Ave,POPEYES CHICKEN,17 S WABASH AVE 
13367,Hearty Restaurant,3819 N Broadway St,NOHANA RESTAURANT,3136 N BROADWAY 
13368,Two Italians Deli and Pizza,349 W Oak St,TWO ITALIANS DELI & PIZZERIA,349 W OAK ST 
13369,Ali's BBQ Restaurant,2657 W Devon Ave,ALI'S BBQ RESTAURANT,2657 W DEVON AVE 
13370,Big Bowl,6 E Cedar St,BIG BOWL,6 E CEDAR ST 
13371,Billy's Prime Fish & Hoagie,8022 S Halsted St,PRIME FISH AND HOAGY,8022 S HALSTED ST 
13372,Red Mango,844 W Armitage Ave.,RED MANGO,844 W ARMITAGE AVE 
13373,Burger King,6400 W Fullerton Ave,BURGER KING #,6400 W FULLERTON AVE 
13374,Congress Pizzeria,2033 N Milwaukee Ave,Congress Pizza,2033 N Milwaukee AVE 
13375,Burger King,10550 S Ave B,BURGER KING #5818,10550 S AVENUE B 
13376,City Press Juice & Bottle,2136 West North Ave,CITY PRESS JUICE & BOTTLE,2136 W NORTH AVE 
13377,Que Rico,2301 W Roscoe St,MM.QUE RICO,2301 W ROSCOE ST 
13378,INS MARKET,225 N Michigan Ave,INS MARKET,225 N MICHIGAN AVE FL 
13379,Mamma Mia Restaurant,3131 N Central Ave,MAMMA MIA,3131 N CENTRAL AVE 
13380,Edgewater Lounge,5600 N Ashland Ave,THE EDGEWATER,5600 N ASHLAND AVE 
13381,Adriatic Restaurant,5553 N Clark St,ADRIATIC,5553-5557 N CLARK ST 
13382,Deleece,3747 N Southport Ave,DELEECE,3747 N SOUTHPORT AVE 
13383,Sweet Cakes Bakery,1223 N Milwaukee Ave,SWEET CAKES BAKERY,1223 N MILWAUKEE AVE 
13384,Kentucky Fried Chicken,748 W Diversey Pkwy,KENTUCKY FRIED CHICKEN,748 W DIVERSEY PKWY 
13385,Bahay Kubo,5750 N California Ave,BAHAY  KUBO,5750 N CALIFORNIA AVE 
13386,Jarbyg's Dalikan,7616 W Belmont Ave,"JARBYGS DALIKAN,",7616 W BELMONT AVE 
13387,Shawarma Garden,1951 W Division St,Shawarma Garden,1951 W Division ST 
13388,Efebina's Cafe,1640 S Blue Island Ave,EFEBINA'S CAFE,1640 S BLUE ISLAND AVE 
13389,Dharma Garden Thai,3109 W Irving Park Rd,DHARMA GARDEN RESTAURANT,3109 W IRVING PARK RD 
13390,Latin School of Chicago,59 W North Blvd,LATIN SCHOOL OF CHICAGO,59 W NORTH BLVD 
13391,The Banana Leaf,1948 E 79th St,THE BANANA LEAF,1948 E 79TH ST 
13392,Dollar Tree,4441 W Diversey Ave,DOLLAR TREE #06417,4441 W DIVERSEY AVE 
13393,Petra Inn,2114 W Lawrence Ave,PETRA  INN,2114 W LAWRENCE AVE 
13394,Galleria Market,340 W Superior St,GALLERIA MARKET,340 W SUPERIOR ST 
13395,Nouveau Tavern,358 W Ontario St,NOUVEAU TAVERN,358 W ONTARIO ST 
13396,Uncork It!,393 E Illinois St,UN CORK IT,393 E ILLINOIS ST 
13397,La Palapita,4263 N Milwaukee Ave,LA PALAPITA,4263 N MILWAUKEE AVE 
13398,Mercadito Counter,738 N Clark St,MERCADITO COUNTER,738 N CLARK ST 
13399,Fat Rice,2957 W Diversey Ave,FAT RICE,2955-2957 W DIVERSEY AVE 
13400,Children's Palace Day Care Center,3243 W Bryn Mawr Ave,Children's Palace Daycare,3243 W BRYN MAWR AVE 
13401,Saint Xavier University,3700 W 103rd St,Chartwell @ St. Xavier University,3700 W 103RD ST 
13402,Subway,4351 W Armitage Ave,SUBWAY,4351 W ARMITAGE AVE 
13403,Chikis Pizza,6621 N Clark St,CHIKIS PIZZA,6621 N CLARK ST 
13404,Barbara Ann's Motel Two,7621 S Cottage Grove Ave,BARBARA ANN'S BARBE-QUE INC.,7617 S COTTAGE GROVE AVE 
13405,Boustan Mediterranean Cafe,2529 N Milwaukee Ave,BOUSTAN,2529 N MILWAUKEE AVE 
13406,Empanadas Burgers & More,3307 N Clark St,EMPANADAS BURGERS & MORE,3307 N CLARK ST 
13407,Tiny Tot Day Care,2712 N Laramie Ave,"TINY TOT DAYCARE AND LEARNING CENTER, LTD.",2712 N LARAMIE AVE 
13408,Pupuseria El Mirador,5406 W Fullerton,TAQUERIA EL ASADOR,3641 W FULLERTON AVE 
13409,Slugo's Tacos,537 E 79th St,SLUGO'S TACO'S LLC,537 E 79TH ST 
13410,Burger Hub,6234 N California Ave,"Burger Hub, Inc.",6234 N CALIFORNIA AVE 
13411,Corner Bakery Cafe,1121 N State St,CORNER BAKERY CAFE,1121 N STATE ST 
13412,Connie's Pizza,2373 S Archer Ave,CONNIES PIZZA,2373 S ARCHER AVE 
13413,Domino's Pizza,4039 W 26th St,DOMINO'S PIZZA,4039 W 26TH ST 
13414,Chinese Lantern,1046 W Argyle St,CHINESE LANTERN,1046 W ARGYLE ST 
13415,Yee Heung Seafood House,225 W Cermak Rd,YEE HEUNG SEAFOOD HOUSE,225 W CERMAK RD 
13416,Harold's Chicken 10,1709 E 87th St,HAROLD'S CHICKEN SHACK #10,1709 E 87TH ST 
13417,The Arrogant Frog Bar,1365 W Fullerton Ave,THE ARROGANT FROG BAR,1365 W FULLERTON AVE 
13418,Original Rainbow Cone - Navy Pier,600 E Grand Ave,"ORIGINAL RAINBOW CONE, INC.",600 E GRAND AVE 
13419,Baskin-Robbins,814 E 87th St,DUNKIN DONUTS/BASKIN ROBBINS,814 E 87TH ST 
13420,Caribou Coffee,3300 N Broadway,CARIBOU COFFEE  #708,3300 N BROADWAY 
13421,Lake Point Market,505 N Lake Shore Dr,LAKE POINT MARKET,505 N LAKE SHORE DR 
13422,Currency Exchange Cafe,305 E Garfield Blvd,CURRENCY EXCHANGE CAFE,305 E GARFIELD BLVD 
13423,Uncle Eddie's Famous Grill,1753 E 95th St & Stony Island,UNCLE EDDIE'S FAMOUS GRILL,1753 E 95TH ST 
13424,Cullen's Bar & Grill,3741 N Southport Ave,CULLEN'S BAR & GRILL,3741 N SOUTHPORT AVE 
13425,Cozy Corner Restaurant & Pancake House,2294 N Milwaukee Ave,COZY CORNER DINER AND PANCAKE HOUSE,2286-2294 N MILWAUKEE AVE 
13426,Tete Charcuterie,1114 W Randolph St,TETE CHARCUTERIE,1110-1114 W RANDOLPH ST 
13427,KFC,3696 S Archer Ave,KFC-521051,3696 S ARCHER AVE 
13428,Mari's Pizza Two,3650 W Belmont Ave,MARI'S PIZZA TWO,3650 W BELMONT AVE 
13429,Duran European Sandwiches Cafe,529 N Milwaukee Ave,Duran European Sandwiches Cafe,529 N Milwaukee AVE 
13430,Polk & Western Hot Dogs,749 S Western Ave,POLK & WESTERN HOT DOG STAND,749 S WESTERN AVE 
13431,El Jerezano,5037-5039 W Diversey Ave,EL JEREZANO RESTAURANT,5037-5039 W DIVERSEY AVE 
13432,Ma & I,1234 S Michigan Ave,PETE'S PIZZA & ITALIAN BEEF,11346 S MICHIGAN AVE 
13433,Osteria De Pizza Metro,2863 N Clark St,OSTERIA DE PIZZA METRO,2863 N CLARK ST 
13434,Bom Bolla,1501 N Milwaukee Ave,BOM BOLLA,1501 N MILWAUKEE AVE 
13435,Tamales Garibay,3859 N Kedzie Ave,TAMALES GARIBAY,3859 N KEDZIE AVE 
13436,Myle Asian Cuisine,1465 W Irving Park Rd,NEW MYLE ASIAN-CUISINE,1465 W IRVING PARK RD 
13437,Technique Restaurant,361 W Chestnut,TECHNIQUE,361 W CHESTNUT ST 
13438,Kan Zaman,617 N Wells St,KAN ZAMAN RESTAURANT,617 N WELLS ST 
13439,Jimmy John's,3328 North Clark St,JIMMY JOHN'S,3328 N CLARK ST 
13440,Walgreens,410 N Michigan Ave,WALGREENS #15921,410 N MICHIGAN AVE 
13441,La Tacorea Asian Mexican Grill,847 W Belmont Ave,LA TACOREA INC.,847 W BELMONT AVE 
13442,The Big Cheese On Lincoln,4229 N Lincoln Ave,THE BIG CHEESE ON LINCOLN,4229 N LINCOLN AVE 
13443,Goose Island Wrigleyville,3535 N Clark St,GOOSE ISLAND WRIGLEYVILLE,3535 N CLARK ST 
13444,Crown Liquors Taproom,2821 N Milwaukee Ave,CROWN LIQUORS,2821 N MILWAUKEE AVE 
13445,Walgreens,5036 S Cottage Grove Ave,WALGREENS,5036 S COTTAGE GROVE AVE 
13446,Domino's Pizza,2331 W Madison St,DOMINO'S PIZZA,2331 W MADISON ST 
13447,Latin School of Chicago,59 W North Blvd,LATIN SCHOOL OF CHICAGO,59 W NORTH BLVD 
13448,El Paraiso Bakery,1156 W 18th St,EL PARAISO BAKERY,1156 W 18TH ST 
13449,Pei Wei,227 East Ontario Street,PEI WEI ASIAN MARKET,227 E ONTARIO ST 
13450,Little Rascals Bar & Grill,4356 W Belmont Ave,LITTLE RASCALS,4356 W BELMONT AVE 
13451,Seven Ten Lounge,2747 N Lincoln Ave,SEVEN TEN/ATLAS,2743 - 2749 N LINCOLN AVE 
13452,Cyrano's Bistrot and Wine Bar,546 N Wells St,CYRANO'S BISTROT AND WINE BAR,546 N WELLS ST 
13453,Assumption Greek Orthodox Church,601 S Central Ave,Assumption Greek Orthodox Church,601 S Central AVE 
13454,Baocos,1904 N Western Ave,BAOCOS,1904 N WESTERN AVE 
13455,Chop Suey Huang,5202 N Lincoln Ave,CHOP SUEY HUANG,5202 N LINCOLN AVE 
13456,Hook Fish & Chicken,810 W 59th St,HOOK FISH & CHICKEN,810 W 59TH ST 
13457,Leon's Bar-B-Q,8251 S Cottage Grove Ave,AMAYES'N BAR-B-Q,9259 S COTTAGE GROVE AVE 
13458,La Haven Coffee,1250 S Michigan Ave,"LA HAVEN, INC",1250 S MICHIGAN AVE 
13459,La Palapita,4263 N Milwaukee Ave,NICK'S PALAPITA,4263 N MILWAUKEE AVE 
13460,Tierra Caliente,2556 W Armitage Ave,TIERRA CALIENTE MARKET #2,2556 W ARMITAGE AVE 
13461,Flat Top Grill,1000 W Washington Blvd,FLAT TOP GRILL,1000 W WASHINGTON BLVD 
13462,Gilhooley's,3901 W 103rd St,GILHOOLEY'S GRANDE SALOON,3901 W 103RD ST 
13463,Sitara at Navy Pier,600 East Grand Ave,BEN & JERRY'S ( NAVY PIER ),600 E GRAND AVE 
13464,Lavazza Espression,Chicago French Market,Not Found,Not Found
13465,Bright Horizons at Lakeview,2840 Lincoln Ave,BRIGHT HORIZONS AT LAKEVIEW,2840 N LINCOLN AVE 
13466,Dollar Tree,2931 W Addison St,"DOLLAR TREE STORES, INC",2931 W ADDISON ST 
13467,Mary Ann's Foodtini,8649 S Cottage Grove,MARY ANN'S FOODTINI,8649 S COTTAGE GROVE 
13468,Central Nursing Home,2450 N Central Ave,CENTRAL NURSING HOME,2450 N CENTRAL AVE 
13469,Real Comfort American Kitchen,1045 W Madison St,REAL COMFORT AMERICAN KITCHEN,1045 W MADISON ST 
13470,Mayfair Restaurant,4461 W Lawrence Ave,Mayfair Restaurant,4461 W Lawrence AVE 
13471,Fon Fon Chinese Cuisine,8253 S Kedzie Ave,FON FON CHINESE CUISINE,8253 S KEDZIE AVE 
13472,Taste of Nanjing,604 W Belmont Ave,A TASTE OF NANJING,604 W BELMONT AVE 
13473,Asian Spoon Restaurant,7042 S Stony Island Ave,ASIAN SPOON,7042 S Stony Island AVE 
13474,Taco Burrito King,114 W Chicago Ave,TACO BURRITO KING,114 W CHICAGO AVE 
13475,Baba Pita,1032 W Lake St,BABA PITA,1032 W LAKE ST 
13476,Frank Meats Patty,3324 N California Ave,FRANK MEATS PATTY,3324 N CALIFORNIA AVE 
13477,O'Connor's Deli and Market,7280 W Devon Ave,O'CONNOR'S MARKET,7280 W DEVON AVE 
13478,Dovetail Brewery,1800 W Belle Plaine Ave,"DOVETAIL BREWERY, INC",1800 W BELLE PLAINE AVE 
13479,The Hallmark,2960 N Lake Shore Dr,THE HALLMARK,2960 N LAKE SHORE DR 
13480,Peruvian Corner Market,3057 N Kimball Ave,PERUVIAN CORNER MARKET,3057 N KIMBALL AVE 
13481,Kowloon Chop Suey,7403 W Irving Park Rd,KOWLOON,7403 W IRVING PARK RD 
13482,Bitoys Bistro,5946 W Chicago Ave,BITOY'S BISTRO INC.,5946 W CHICAGO AVE 
13483,Old Country Buffet,6125 N Lincoln Ave,OLD COUNTRY BUFFET,6125 N LINCOLN AVE 
13484,Chicago Kernel,511 S State St,CHICAGO KERNEL GOURMET POPCORN & MORE,511 S STATE ST 
13485,Tina's Restaurant,5440 S Narragansett Ave,TINA'S,5440 S NARRAGANSETT AVE 
13486,Belmonte Liquors,5336 W Chicago Ave,BELMONTE LIQUORS,5336 W CHICAGO AVE 
13487,La Cabana de Don Luis,4457 W Diversey Ave,LA CABANA DE DON LUIS #3,4457-4459 W DIVERSEY AVE 
13488,Irish American Heritage Center,4626 N Knox Ave,Irish American Heritage Center-Golden Diner,4626 N KNOX AVE 
13489,I 94 Rib and Grill,325 W 47th St,NATHANS I-94 RIB AND GRILL,325 W 47TH ST 
13490,Mullen's On Clark,3527 N Clark St,MULLENS ON CLARK,3527 N CLARK ST 
13491,Archer Cafe,2951 S Archer Ave,ARCHER CAFE,2951 S ARCHER AVE 
13492,Taco Fresco,151 E Randolph St,TACO FRESCO,151 E Randolph ST 
13493,Starbucks,4600 N Magnolia Ave,STARBUCKS COFFEE #2397,4600 N MAGNOLIA AVE 
13494,Blue Door Farm Stand,957 W Armitage Ave,BLUE DOOR FARM STAND TOO,711 W ARMITAGE AVE 
13495,Robust Coffee Lounge,416 W Ontario St,ROBUST COFFEE LOUNGE LLC,416 W ONTARIO ST 
13496,Town Armanetti,10000 S Western Ave,TOWN ARMANETTI BEVERAGE MART,10000 S WESTERN AVE 
13497,La Quebrada,4047 W North Ave,LA QUEBRADA #6,4047 W NORTH AVE 
13498,Northside Bar & Grill,1635 N Damen Ave,NORTHSIDE BAR AND GRILL,1635-1637 N DAMEN AVE 
13499,Marshall Field's,111 N State St,AFC SUSHI @ MARSHALL FIELDS,111 N STATE ST 
13500,PikoRiko Pollo Colombian Rotisserie,3625 W North Ave,PikoRiko,3625 W North AVE 
13501,Save A Lot Foods,3418 S Halsted St,SAVE A LOT,3418 S HALSTED ST 
13502,Gwon Lee Restaurant,1635 E 87th St,GLADY'S RESTAURANT,1225 E 87TH ST 
13503,Lucky's Sandwich Company,1635 N Milwaukee Ave,LUCKY'S SANDWICH CO. WICKER PARK,1635 N MILWAUKEE AVE 
13504,Franks 'N' Dawgs,1863 N Clybourn Ave,FRANKS 'N' DAWGS,1863 N CLYBOURN AVE 
13505,L&L Academy and Preschool,2350 N Clark St,"L&L ACADEMY AND PRESCHOOL LP, CORP.",2350 N CLARK ST 
13506,Wafel,217 N Clinton,NEW LINE /WAFEL,215 N CLINTON ST 
13507,Pupuseria Restaurant Cuscatleco,3125 W Lawrence Ave,Pupuseria & Restaurant El Cuscatleco,3125 W LAWRENCE AVE 
13508,Lupito's Juice Bar,2010 S Damen Ave,LUPITO'S,2010 S DAMEN AVE 
13509,Los 2 Primos,3552 N Pulaski Rd,LOS DOS PRIMOS,3552-3554 N PULASKI RD 
13510,Madison Marathon,5107 W Madison St,MARATHON,5107 W MADISON ST 
13511,Salt & Pepper Diner,3537 N Clark St,SALT & PEPPER DINER,3537 N CLARK ST 
13512,Family Dollar,6400 S Western Ave,"FAMILY DOLLAR, INC",6414 S WESTERN AVE 
13513,The Market Place Foodstore,521 W Diversey Pkwy,THE MARKET PLACE FOODSTORE,521 W DIVERSEY PKWY 
13514,Alma Pita Restaurant,"4600 N Magnolia Ave, Ste F",ALMA PITA,4600 N MAGNOLIA AVE 
13515,7-Eleven,125 S Clark St,7- ELEVEN,125 S CLARK ST 
13516,Birchwood Kitchen,2211 W North Ave,BIRCHWOOD KITCHEN,2211 W NORTH AVE 
13517,Wan Shi Da Bakery & Cafe,2229 S Wentworth Ave,WAN SHI DA BAKERY & CAFE,2229 S WENTWORTH AVE 
13518,Four Belly,3227 N Clark St,FOUR BELLY,3227 N CLARK ST 
13519,Taco Fresco,23 E Adams St,TACO FRESCO,23 E ADAMS ST 
13520,Daata Darbar,2306 W Devon Ave,DAATA DARBAR RESTAURENT,2306 W DEVON AVE 
13521,Justin's,3358 N Southport Ave,JUSTIN'S,3356-3358 N SOUTHPORT AVE 
13522,China Hut,7100 N Clark St,CHINA  HUT RESTAURANT,7100 N Clark ST 
13523,El Charro,2410 N Milwaukee Ave,EL CHARRO RESTAURANT INC,2410 N MILWAUKEE AVE 
13524,Paleteria Y Neveria Azteca,6748 1/2 W Diversey Ave,PALETERIA Y NEVERIA EL A WUELO INC.,6748 1/2 W DIVERSEY AVE 
13525,Alinea: Progression,945 W Fulton Market,ALINEA: PROGRESSION,945 W FULTON MARKET 
13526,Ichiban Sushi Cafe,1422 W Taylor St,Ichiban Sushi Cafe,1422 W Taylor ST 
13527,John's Food Mart,1934 W Chicago Ave,JOHN FOOD MART PLUS,1934 W CHICAGO AVE 
13528,Pizzaco's,3605 N Ashland Ave,PIZZACO'S ITALIAN EATERY,3605 N ASHLAND AVE 
13529,Snickers Bar & Grill,448 N State St,SNICKERS,448 N STATE ST 
13530,Burger King,2701 N Western Ave,BURGER KING #7112,2701 N WESTERN AVE 
13531,Transit Nightclub,1431 W Lake St,TRANSIT,1431 W LAKE ST 
13532,Norwood Restaurant,6101 N Nw Hwy,NORWOOD RESTAURANT,6101 N NORTHWEST HWY 
13533,Central Bakery,2100 W Cermak Rd,SILVA'S CENTRAL BAKERY INC,2100 W CERMAK RD 
13534,Family Dollar Stores,3939 W Ogden Ave,FAMILY DOLLAR #1940,3939 W OGDEN AVE 
13535,Davila’s Mexican Restaurant,1924 W Irving Park Rd,DAVILA'S MEXICAN RESTAURANT INC,1924 W IRVING PARK RD 
13536,Bascule Wine Bar,1421 W Taylor St,BASCULE WINE BAR & AMERICAN BISTRO,1421 W TAYLOR 
13537,Punjabi Dhaba,2525 W Devon Ave,PUNJABI DHABHA,2519-2525 W DEVON AVE 
13538,7-Eleven,3005 N Pulaski,7-ELEVEN #36106 H,3005 N PULASKI RD 
13539,Duff's Dogs,4835 N Austin Ave,DUFF'S DOGS,4831-4845 N AUSTIN AVE 
13540,Mr Gyros,3649 W Division St,MR. GYROS,3649 W DIVISION ST 
13541,China Fast Wok,2020 N California Ave,CHINA FAST WOK INC,2020 N CALIFORNIA AVE 
13542,Houston Liquor & Foods,1829 W Irving Park Rd,HOUSTON'S LIQUOR & FOODS,1829 W IRVING PARK RD 
13543,El Taco Sabroso,8346 S Pulaski Rd,EL TACO SABROSO INC.,8346 S PULASKI RD 
13544,Grand Palace Super Market,7131 S State St,"GRAND PALACE SUPERMARKET, INC.",7131-7133 S STATE ST 
13545,Dolce Casa,4947 N Damen Ave,DOLCE CASA CAFE,4947 N DAMEN AVE 
13546,Ethiopian Diamond,6120 N Broadway St,ETHIOPIAN DIAMOND RESTAURANT,6120-6122 N BROADWAY 
13547,Tony's Chinese & American Restaurant,6347 W Grand Ave,"TONY,S CHINESE & AMERICAN RESTAURANT",6347 W GRAND AVE 
13548,Al's Pizza Chicago,6344 W Irving Park Rd,AL'S PIZZA,6344 W IRVING PARK RD 
13549,Kim's Corner Food,1371 W Estes Ave,KIM'S CORNER FOOD,1371 W ESTES AVE 
13550,Hayes Park,2936 W 85th St,HAYES PARK GOLDEN DINER,2936 W 85TH PL 
13551,Veneno de Nayarit,1514 W 18th St,VENENO DE NAYARIT,1514 W 18TH ST 
13552,Fireside Restaurant,5739 N Ravenswood Ave,FIRESIDE TAVERN AND GRILL,5739-5741 N RAVENSWOOD AVE 
13553,Hacienda Los Torres,5245 W Fullerton Ave,HACIENDA LOS TORRES,5245 W FULLERTON AVE 
13554,7-Eleven,2010 N Damen Ave,7- ELEVEN,2010 N DAMEN AVE 
13555,Pearl's Place,3901 S Michigan Ave,PEARL'S PLACE,3901 S MICHIGAN AVE 
13556,Salgado's Bakery,3259 W Montrose Ave,SALGADO'S BAKERY,3259 W MONTROSE AVE 
13557,Jitlada Thai House,3715 N Halsted St,Jitlada Thai House Restaurant,3715-3717 N HALSTED ST 
13558,How Do You Roll?,118 S Wabash Ave,HOW DO YOU ROLL?,118 S WABASH ST 
13559,Pizza Hut,5905 S Archer Ave.,PIZZA HUT,5905 S ARCHER AVE 
13560,Omaha Steaks,1001 W North Ave,OMAHA STEAKS,1001 W NORTH AVE 
13561,Starbucks,200 S Michigan Ave,STARBUCKS COFFEE #22949,200 S MICHIGAN AVE 
13562,Clark El Ranchito,4651 N Clark St,CLARK EL RANCHITO CORP,4651 N CLARK ST 
13563,Belli's,1307 W 18th St,BELLI'S,1309 W 18TH ST 
13564,Yogurt & More,201 N Clark St,GREEN APPLE YOUGURT & MORE,201 N CLARK ST 
13565,"Kyoto, Sushi-Steak-Seafood",2534 N Lincoln Ave,TANK SUSHI,4514 N LINCOLN AVE 
13566,Floating World Gallery,1925 N Halsted,FLOATING WORLD GALLERY,1925 N HALSTED ST 
13567,US Sub & Grille,4810 N Sheridan Rd,U.S. SUB & GRILL,4810 N SHERIDAN RD 
13568,New Grand Chinese Kitchen,5401 S Wentworth Ave,"New Grand Chinese Kitchen, Inc.",5401 S WENTWORTH AVE 
13569,Walgreens,4343 N Kedzie Ave,WALGREENS #03950,4343 N KEDZIE AVE 
13570,The Brown Sack,3581 W Belden Ave,THE BROWN  SACK,3581 W BELDEN AVE 
13571,Bar Rista Cafe,1834 W Montrose Ave,BAR RISTA CAFE,1834 W MONTROSE AVE 
13572,Barb's Bbq,8450 S Kedzie Ave,BABB'S BBQ,8450 S KEDZIE AVE 
13573,Tesfa Ethiopian Cuisine,1023 W Wilson Ave,Tesfa Ethiopian Cusine,1023-1025 W WILSON AVE 
13574,Harrison Park,1824 S Wood St,HARRISON PARK-GOLDEN DINER,1824 S WOOD ST 
13575,Kickoff Sports Bar,4630 W Lawrence Ave,KICKOFF SPORTS BAR,4630 W LAWRENCE AVE 
13576,Olympic Club,2615 W Lawrence Ave,OLYMPIC CLUB,2615 W LAWRENCE AVE 
13577,Native Foods Cafe,14 South Clinton,Not Found,Not Found
13578,7-Eleven,3554 N Sheffield Ave,7-ELEVEN #20187,3554 N SHEFFIELD AVE 
13579,New Grand Chinese Kitchen,5401 S Wentworth Ave,GRAND CHINESE KITCHEN,5401 S WENTWORTH AVE 
13580,7-Eleven,5457 N Clark,7-ELEVEN #33841 B,5457 N CLARK ST 
13581,Harold's Chicken,7920 S Western Ave,HAROLDS CHICKEN,7920 S WESTERN AVE 
13582,Emerald City Coffee,3938 N Sheridan Rd,EMERALD CITY CO,3938 N SHERIDAN RD 
13583,Goose Island Brewhouse,1800 N Clybourn Ave,GOOSE ISLAND BEER CO,1800 N CLYBOURN AVE 
13584,La Quinta de Los Reyes,4821 N Elston,LA QUINTA DE LOS REYES,4821 N ELSTON AVE 
13585,George Street Pub,2858 N Halsted St,GEORGE STREET PUB,2858 N HALSTED ST 
13586,La-Concha,3858 S California Ave,LA CONCHA,3858 S CALIFORNIA AVE 
13587,Cafe Trinidad,700 E 47th St,CAFE TRINIDAD,700 E 47TH ST 
13588,C-Manny's Mexican Restaurant,3641 W Irving Park Rd,O-MANNY  MEXICAN RESTAURANT,3641 W IRVING PARK RD 
13589,The Drawing Room,937 N Rush St,BACK ROOM,937 N RUSH ST 
13590,Fuel Station,2453 N Clark St,FUEL STATION,2453 N CLARK ST 
13591,Rico Fresh Market,3552 W Armitage Ave,RICO FRESH MARKET,3552 W ARMITAGE AVE 
13592,Lazo's Tacos,2009 N Western Ave,"LAZO'S TACOS, INC",2003-2009 N WESTERN AVE 
13593,Bridgeport Yogurt & Cafe,3108 S Wallace St,BRIDGEPORT YOGURT & CAFE,3108 S WALLACE ST 
13594,John's Redhots,2658 W 47th St,"JOHN'S GAR HOT DOGS, INC.",2658 W 47TH ST 
13595,Joe Fish Italian,445 N Dearborn St,JOE FISH,445 N DEARBORN ST 
13596,Michael Jordan's Steak House,505 N Michigan Ave,MICHAEL JORDAN'S STEAKHOUSE,505 N MICHIGAN AVE 
13597,Intelligentsia Coffee,1233 N Wells,INTELLIGENTSIA COFFEE AND TEA,1233 N WELLS ST 
13598,Banh Mi BaGet,214 W Van Buren St,BANH MI BA GET,214 W VAN BUREN ST 
13599,7-Eleven,2900 W Montrose,7-ELEVEN #33779B,2900 W MONTROSE AVE 
13600,Chicago Wings Around the World,557 E 75th St,CHICAGO WINGZ AROUND THE WORLD,557 E 75TH ST 
13601,Yogurt Daze,2817 W Belden Ave,YOGURT DAZE,2817 W BELDEN AVE 
13602,Family Dollar,4425 S Cottage Grove Ave,FAMILY DOLLAR #6083,4425 S COTTAGE GROVE AVE 
13603,Moto,945 W Fulton Market,MOTO RESTAURANT,945 W FULTON MARKET 
13604,Pizza Hut,3216 N. Kimball Ave.,PIZZA HUT,3216 N KIMBALL AVE 
13605,Aztlan Mexican Grill 1inc,3358 W Montrose Ave,AZTLAN MEXICAN GRILLL 1 INC.,3358 W MONTROSE AVE 
13606,Laymon's BBQ,4667 W Washington Blvd,LAYMON'S BBQ CATERING AND HOMEMADE SAUSAGES,4667 W WASHINGTON BLVD 
13607,Shore's Xpress,3851 S Michigan Ave,FOOD XPRESS,3851 S MICHIGAN AVE 
13608,7-Eleven,5316M N Milwaukee Ave,7 ELEVEN #33067H,5316 N MILWAUKEE AVE 
13609,Olive Mediterranean Grill,201 N Clark St,MEDITERANEAN GRILL,201 N CLARK ST 
13610,Saborea,3400 W Fullerton,SABOREA,3400 W FULLERTON AVE 
13611,Eddie V's Prime Seafood,521 N Rush St,EDDIE V'S,521 N RUSH ST 
13612,Nannan Asian Cafe,602 W Belmont Ave,NANNAN ASIAN CAFE,602 W BELMONT AVE 
13613,Super Jalapeno Grill,3835 W Fullerton Ave,SUPER JALAPENO GRILL INC.,3835 W FULLERTON AVE 
13614,O Lounge and Restaurant,2813 N. Broadway,GYU-KAKU RESTAURANT,2813 N BROADWAY 
13615,Out On Faith Learning Center,1443 W Devon,"OUT ON FAITH LEARNING CENTER, INC.",1443-1445 W DEVON AVE 
13616,Beyond the Ivy,1010 W Waveland Ave Bsmt,BEYOND THE IVY INC,1048 W WAVELAND AVE 
13617,Brasserie By LM,800 S Michigan Ave,BRASSERIE BY LM,800 S MICHIGAN AVE 
13618,Bistrot Margot,1437 N Wells St,BISTRO MARGOT,1437-1439 N WELLS ST 
13619,Dollar Tree,4500 S Damen Ave,DOLLAR TREE,4500 S DAMEN AVE 
13620,Cafe Huong,2711 W Lawrence Ave,CAFE HUONG,2711-2713 W LAWRENCE AVE 
13621,Gelatinas Cris,4725 S Cicero Ave,GELATINA'S CRIS#2,4725 S CICERO AVE 
13622,Tank Sushi,4514 N Lincoln Ave,TANK SUSHI,4514 N LINCOLN AVE 
13623,Thai Spoon,601 S Wabash Ave,THAI SPOON,601 S WABASH AVE 
